timestamp,machine_id,machine_type,machine_status,load_percentage,production_rate,temperature,pressure,vibration,efficiency,operating_hours,maintenance_status,ambient_temperature,energy_consumption_kwh,power_kw,anomaly_flag,fault_type,hour,day_of_week,is_weekend,energy_cost,carbon_emission
2024-01-01 00:15:00,Boiler_1,Boiler,Stopped,0.0,17.72,20.1,1.009,0.392,0.8115,3925.38,Good,8.68,0.0807,0.323,0,None,0,0,0,0.0113,0.0363
2024-01-01 00:15:00,Compressor_1,Compressor,Idle,3.86,17.72,20.5,1.077,0.542,0.841,3638.16,Needs_Attention,8.68,1.3889,5.555,0,None,0,0,0,0.1944,0.625
2024-01-01 00:15:00,Conveyor_1,Conveyor,Idle,7.62,17.72,24.88,1.239,0.596,0.8471,4363.69,Good,8.68,0.5364,2.145,0,None,0,0,0,0.0751,0.2414
2024-01-01 00:15:00,Cooling_System_1,Cooling,Idle,7.6,17.72,20.2,1.122,0.646,0.8398,4037.29,Good,8.68,0.759,3.036,0,None,0,0,0,0.1063,0.3416
2024-01-01 00:15:00,HVAC_1,HVAC,Stopped,0.0,17.72,19.01,0.984,0.6,0.7807,4890.55,Good,8.68,0.1084,0.434,0,None,0,0,0,0.0152,0.0488
2024-01-01 00:15:00,Lighting_1,Lighting,Idle,6.48,17.72,26.36,1.071,0.56,0.9564,2526.74,Good,8.68,0.3069,1.227,0,None,0,0,0,0.043,0.1381
2024-01-01 00:15:00,Motor_1,Motor,Stopped,0.0,17.72,19.05,0.939,0.372,0.9061,3983.05,Good,8.68,0.1145,0.458,0,None,0,0,0,0.016,0.0515
2024-01-01 00:15:00,Motor_2,Motor,Stopped,0.0,17.72,21.7,1.011,0.459,0.8917,2474.95,Good,8.68,0.0857,0.343,0,None,0,0,0,0.012,0.0386
2024-01-01 00:15:00,Production_Line_1,ProductionLine,Idle,5.18,17.72,20.76,1.06,0.568,0.8746,1076.76,Good,8.68,0.7485,2.994,0,None,0,0,0,0.1048,0.3368
2024-01-01 00:15:00,Pump_1,Pump,Running,55.16,17.72,38.97,2.061,1.205,0.8455,924.05,Good,8.68,4.8425,19.37,0,None,0,0,0,0.678,2.1791
2024-01-01 00:30:00,Boiler_1,Boiler,Idle,3.97,18.0,23.41,1.101,0.642,0.8181,3925.38,Good,7.04,1.1219,4.487,0,None,0,0,0,0.1571,0.5049
2024-01-01 00:30:00,Compressor_1,Compressor,Stopped,0.0,18.0,18.7,1.013,0.505,0.8234,3638.16,Good,7.04,0.0724,0.29,0,None,0,0,0,0.0101,0.0326
2024-01-01 00:30:00,Conveyor_1,Conveyor,Idle,4.5,18.0,19.31,1.15,0.594,0.8532,4363.69,Good,7.04,0.0802,0.321,0,None,0,0,0,0.0112,0.0361
2024-01-01 00:30:00,Cooling_System_1,Cooling,Stopped,0.0,18.0,20.58,0.99,0.617,0.8309,4037.29,Good,7.04,0.1205,0.482,0,None,0,0,0,0.0169,0.0542
2024-01-01 00:30:00,HVAC_1,HVAC,Idle,4.21,18.0,20.39,1.081,0.458,0.7891,4890.55,Good,7.04,1.1894,4.758,0,None,0,0,0,0.1665,0.5352
2024-01-01 00:30:00,Lighting_1,Lighting,Idle,5.54,18.0,21.81,1.169,0.644,0.9313,2526.74,Good,7.04,0.1967,0.787,0,None,0,0,0,0.0275,0.0885
2024-01-01 00:30:00,Motor_1,Motor,Idle,3.71,18.0,18.64,1.062,0.529,0.9003,3983.05,Good,7.04,0.4136,1.654,0,None,0,0,0,0.0579,0.1861
2024-01-01 00:30:00,Motor_2,Motor,Idle,4.36,18.0,21.01,1.087,0.493,0.8924,2474.95,Good,7.04,0.528,2.112,0,None,0,0,0,0.0739,0.2376
2024-01-01 00:30:00,Production_Line_1,ProductionLine,Running,37.73,18.0,30.85,1.729,1.217,0.8845,1077.01,Good,7.04,10.3137,41.255,0,None,0,0,0,1.4439,4.6412
2024-01-01 00:30:00,Pump_1,Pump,Idle,7.15,18.0,21.55,1.152,0.637,0.8403,924.05,Good,7.04,0.3742,1.497,0,None,0,0,0,0.0524,0.1684
2024-01-01 00:45:00,Boiler_1,Boiler,Idle,7.38,20.6,21.19,1.139,0.63,0.819,3925.38,Good,8.31,1.8509,7.403,0,None,0,0,0,0.2591,0.8329
2024-01-01 00:45:00,Compressor_1,Compressor,Stopped,0.0,20.6,20.49,1.116,0.479,0.843,3638.16,Good,8.31,0.1151,0.46,0,None,0,0,0,0.0161,0.0518
2024-01-01 00:45:00,Conveyor_1,Conveyor,Idle,4.3,20.6,20.05,1.045,0.585,0.8756,4363.69,Good,8.31,0.222,0.888,0,None,0,0,0,0.0311,0.0999
2024-01-01 00:45:00,Cooling_System_1,Cooling,Idle,2.03,20.6,17.38,0.976,0.382,0.8509,4037.29,Good,8.31,0.1032,0.413,0,None,0,0,0,0.0144,0.0464
2024-01-01 00:45:00,HVAC_1,HVAC,Idle,7.98,20.6,21.75,1.183,0.69,0.781,4890.55,Good,8.31,1.3344,5.338,0,None,0,0,0,0.1868,0.6005
2024-01-01 00:45:00,Lighting_1,Lighting,Idle,7.11,20.6,19.93,1.098,0.571,0.9321,2526.74,Good,8.31,0.332,1.328,0,None,0,0,0,0.0465,0.1494
2024-01-01 00:45:00,Motor_1,Motor,Idle,7.59,20.6,19.94,1.226,0.651,0.9076,3983.05,Good,8.31,0.9925,3.97,0,None,0,0,0,0.139,0.4466
2024-01-01 00:45:00,Motor_2,Motor,Idle,7.39,20.6,22.65,1.105,0.596,0.8912,2474.95,Good,8.31,1.0192,4.077,0,None,0,0,0,0.1427,0.4586
2024-01-01 00:45:00,Production_Line_1,ProductionLine,Stopped,0.0,20.6,21.3,1.066,0.493,0.8872,1077.01,Good,8.31,0.0725,0.29,0,None,0,0,0,0.0102,0.0326
2024-01-01 00:45:00,Pump_1,Pump,Idle,4.73,20.6,19.44,1.014,0.491,0.85,924.05,Good,8.31,0.4956,1.983,0,None,0,0,0,0.0694,0.223
2024-01-01 01:00:00,Boiler_1,Boiler,Idle,6.8,21.24,20.42,1.169,0.711,0.818,3925.38,Good,6.56,1.7414,6.965,0,None,1,0,0,0.2438,0.7836
2024-01-01 01:00:00,Compressor_1,Compressor,Idle,5.81,21.24,20.1,1.037,0.38,0.8377,3638.16,Good,6.56,1.128,4.512,0,None,1,0,0,0.1579,0.5076
2024-01-01 01:00:00,Conveyor_1,Conveyor,Idle,5.05,21.24,24.01,1.205,0.583,0.8643,4363.69,Good,6.56,0.3598,1.439,0,None,1,0,0,0.0504,0.1619
2024-01-01 01:00:00,Cooling_System_1,Cooling,Idle,3.88,21.24,20.17,0.978,0.409,0.8243,4037.29,Good,6.56,0.6501,2.601,0,None,1,0,0,0.091,0.2925
2024-01-01 01:00:00,HVAC_1,HVAC,Idle,4.59,21.24,24.82,1.103,0.712,0.7805,4890.55,Good,6.56,1.0561,4.224,0,None,1,0,0,0.1479,0.4752
2024-01-01 01:00:00,Lighting_1,Lighting,Idle,2.06,21.24,20.55,1.075,0.462,0.9459,2526.74,Good,6.56,0.1632,0.653,0,None,1,0,0,0.0228,0.0734
2024-01-01 01:00:00,Motor_1,Motor,Idle,7.3,21.24,23.26,1.116,0.556,0.8834,3983.05,Good,6.56,0.9571,3.828,0,None,1,0,0,0.134,0.4307
2024-01-01 01:00:00,Motor_2,Motor,Idle,5.43,21.24,23.2,1.092,0.434,0.8925,2474.95,Good,6.56,0.6104,2.442,0,None,1,0,0,0.0855,0.2747
2024-01-01 01:00:00,Production_Line_1,ProductionLine,Idle,4.19,21.24,24.41,1.106,0.507,0.8798,1077.01,Good,6.56,0.41,1.64,0,None,1,0,0,0.0574,0.1845
2024-01-01 01:00:00,Pump_1,Pump,Idle,3.35,21.24,21.01,1.047,0.522,0.8564,924.05,Good,6.56,0.3866,1.546,0,None,1,0,0,0.0541,0.174
2024-01-01 01:15:00,Boiler_1,Boiler,Idle,7.89,18.2,24.05,1.145,0.655,0.8271,3925.38,Good,7.06,1.6263,6.505,0,None,1,0,0,0.2277,0.7318
2024-01-01 01:15:00,Compressor_1,Compressor,Idle,4.03,18.2,21.66,1.095,0.764,0.8384,3638.16,Good,7.06,0.7863,3.145,0,None,1,0,0,0.1101,0.3538
2024-01-01 01:15:00,Conveyor_1,Conveyor,Running,37.98,18.2,33.08,1.751,1.044,0.8525,4363.94,Good,7.06,2.0232,8.093,0,None,1,0,0,0.2832,0.9104
2024-01-01 01:15:00,Cooling_System_1,Cooling,Stopped,0.0,18.2,22.41,0.941,0.416,0.8498,4037.29,Good,7.06,0.1153,0.461,0,None,1,0,0,0.0161,0.0519
2024-01-01 01:15:00,HVAC_1,HVAC,Idle,2.15,18.2,20.99,1.052,0.387,0.7739,4890.55,Needs_Attention,7.06,0.4951,1.98,0,None,1,0,0,0.0693,0.2228
2024-01-01 01:15:00,Lighting_1,Lighting,Idle,6.76,18.2,20.84,1.103,0.656,0.9507,2526.74,Good,7.06,0.2403,0.961,0,None,1,0,0,0.0336,0.1081
2024-01-01 01:15:00,Motor_1,Motor,Idle,4.69,18.2,23.24,1.1,0.596,0.8973,3983.05,Good,7.06,0.6192,2.477,0,None,1,0,0,0.0867,0.2786
2024-01-01 01:15:00,Motor_2,Motor,Running,47.89,18.2,33.82,1.99,1.164,0.8934,2475.2,Good,7.06,5.4914,21.966,0,None,1,0,0,0.7688,2.4711
2024-01-01 01:15:00,Production_Line_1,ProductionLine,Idle,6.4,18.2,19.73,1.107,0.544,0.8687,1077.01,Good,7.06,1.9634,7.854,0,None,1,0,0,0.2749,0.8835
2024-01-01 01:15:00,Pump_1,Pump,Stopped,0.0,18.2,18.08,0.996,0.533,0.8535,924.05,Good,7.06,0.0559,0.223,0,None,1,0,0,0.0078,0.0252
2024-01-01 01:30:00,Boiler_1,Boiler,Idle,3.71,23.38,17.98,0.993,0.604,0.8129,3925.38,Good,6.2,0.0,0.0,0,None,1,0,0,0.0,0.0
2024-01-01 01:30:00,Compressor_1,Compressor,Stopped,0.0,23.38,20.11,1.026,0.351,0.8234,3638.16,Good,6.2,0.1263,0.505,0,None,1,0,0,0.0177,0.0568
2024-01-01 01:30:00,Conveyor_1,Conveyor,Idle,3.43,23.38,22.86,1.196,0.511,0.8367,4363.94,Good,6.2,0.1563,0.625,0,None,1,0,0,0.0219,0.0703
2024-01-01 01:30:00,Cooling_System_1,Cooling,Idle,3.8,23.38,21.82,1.093,0.795,0.8295,4037.29,Good,6.2,0.5352,2.141,0,None,1,0,0,0.0749,0.2408
2024-01-01 01:30:00,HVAC_1,HVAC,Idle,3.21,23.38,19.06,1.073,0.669,0.7836,4890.55,Good,6.2,0.1072,0.429,0,None,1,0,0,0.015,0.0482
2024-01-01 01:30:00,Lighting_1,Lighting,Stopped,0.0,23.38,18.87,1.048,0.275,0.9411,2526.74,Good,6.2,0.0554,0.222,0,None,1,0,0,0.0078,0.0249
2024-01-01 01:30:00,Motor_1,Motor,Running,53.85,23.38,38.76,2.037,1.18,0.8874,3983.3,Good,6.2,8.4102,33.641,0,None,1,0,0,1.1774,3.7846
2024-01-01 01:30:00,Motor_2,Motor,Running,63.58,23.38,41.54,2.285,1.392,0.8845,2475.45,Good,6.2,7.967,31.868,0,None,1,0,0,1.1154,3.5852
2024-01-01 01:30:00,Production_Line_1,ProductionLine,Idle,4.86,23.38,20.16,1.075,0.525,0.8977,1077.01,Good,6.2,2.1019,8.408,0,None,1,0,0,0.2943,0.9459
2024-01-01 01:30:00,Pump_1,Pump,Idle,2.82,23.38,17.63,1.065,0.503,0.8721,924.05,Good,6.2,0.2165,0.866,0,None,1,0,0,0.0303,0.0974
2024-01-01 01:45:00,Boiler_1,Boiler,Running,50.13,19.88,39.71,2.092,1.366,0.8036,3925.63,Good,5.44,14.421,57.684,0,None,1,0,0,2.0189,6.4894
2024-01-01 01:45:00,Compressor_1,Compressor,Running,54.78,19.88,36.55,2.04,1.367,0.8422,3638.41,Good,5.44,12.4021,49.608,0,None,1,0,0,1.7363,5.5809
2024-01-01 01:45:00,Conveyor_1,Conveyor,Idle,6.68,19.88,21.28,1.19,0.372,0.8506,4363.94,Good,5.44,0.2705,1.082,0,None,1,0,0,0.0379,0.1217
2024-01-01 01:45:00,Cooling_System_1,Cooling,Idle,3.3,19.88,21.35,1.098,0.584,0.849,4037.29,Good,5.44,0.4052,1.621,0,None,1,0,0,0.0567,0.1823
2024-01-01 01:45:00,HVAC_1,HVAC,Idle,7.1,19.88,22.97,1.232,0.658,0.7814,4890.55,Good,5.44,1.0943,4.377,0,None,1,0,0,0.1532,0.4924
2024-01-01 01:45:00,Lighting_1,Lighting,Running,43.77,19.88,34.5,1.81,1.152,0.942,2526.99,Needs_Attention,5.44,1.502,6.008,0,None,1,0,0,0.2103,0.6759
2024-01-01 01:45:00,Motor_1,Motor,Idle,3.88,19.88,18.9,1.075,0.663,0.8992,3983.3,Good,5.44,0.3422,1.369,0,None,1,0,0,0.0479,0.154
2024-01-01 01:45:00,Motor_2,Motor,Idle,4.5,19.88,21.71,1.038,0.566,0.8887,2475.45,Good,5.44,0.296,1.184,0,None,1,0,0,0.0414,0.1332
2024-01-01 01:45:00,Production_Line_1,ProductionLine,Running,42.28,19.88,36.48,1.914,1.16,0.902,1077.26,Good,5.44,11.7252,46.901,0,None,1,0,0,1.6415,5.2763
2024-01-01 01:45:00,Pump_1,Pump,Running,54.75,19.88,39.42,2.135,1.159,0.8676,924.3,Good,5.44,4.8832,19.533,0,None,1,0,0,0.6836,2.1974
2024-01-01 02:00:00,Boiler_1,Boiler,Idle,3.23,23.92,20.48,1.16,0.552,0.8321,3925.63,Good,9.29,0.8304,3.322,0,None,2,0,0,0.1163,0.3737
2024-01-01 02:00:00,Compressor_1,Compressor,Running,48.52,23.92,36.08,1.939,1.259,0.8371,3638.66,Good,9.29,10.959,43.836,0,None,2,0,0,1.5343,4.9316
2024-01-01 02:00:00,Conveyor_1,Conveyor,Idle,6.07,23.92,23.63,1.115,0.467,0.8737,4363.94,Good,9.29,0.332,1.328,0,None,2,0,0,0.0465,0.1494
2024-01-01 02:00:00,Cooling_System_1,Cooling,Idle,5.65,23.92,20.78,1.161,0.549,0.8512,4037.29,Good,9.29,0.8458,3.383,0,None,2,0,0,0.1184,0.3806
2024-01-01 02:00:00,HVAC_1,HVAC,Idle,6.45,23.92,22.71,1.207,0.484,0.7537,4890.55,Good,9.29,1.0578,4.231,0,None,2,0,0,0.1481,0.476
2024-01-01 02:00:00,Lighting_1,Lighting,Stopped,0.0,23.92,21.11,0.933,0.459,0.9311,2526.99,Good,9.29,0.0738,0.295,0,None,2,0,0,0.0103,0.0332
2024-01-01 02:00:00,Motor_1,Motor,Stopped,0.0,23.92,18.24,0.992,0.425,0.8996,3983.3,Good,9.29,0.0878,0.351,0,None,2,0,0,0.0123,0.0395
2024-01-01 02:00:00,Motor_2,Motor,Stopped,0.0,23.92,21.35,1.053,0.603,0.8876,2475.45,Good,9.29,0.0539,0.215,0,None,2,0,0,0.0075,0.0243
2024-01-01 02:00:00,Production_Line_1,ProductionLine,Idle,2.79,23.92,21.47,0.959,0.608,0.8886,1077.26,Good,9.29,0.0629,0.252,0,None,2,0,0,0.0088,0.0283
2024-01-01 02:00:00,Pump_1,Pump,Running,44.02,23.92,37.42,1.822,0.949,0.8612,924.55,Good,9.29,3.8384,15.354,0,None,2,0,0,0.5374,1.7273
2024-01-01 02:15:00,Boiler_1,Boiler,Stopped,0.0,22.11,22.53,0.992,0.541,0.812,3925.63,Good,8.56,0.0769,0.308,0,None,2,0,0,0.0108,0.0346
2024-01-01 02:15:00,Compressor_1,Compressor,Idle,4.43,22.11,21.04,1.168,0.504,0.8356,3638.66,Good,8.56,0.9094,3.637,0,None,2,0,0,0.1273,0.4092
2024-01-01 02:15:00,Conveyor_1,Conveyor,Idle,5.25,22.11,21.61,1.089,0.684,0.8567,4363.94,Good,8.56,0.1984,0.793,0,None,2,0,0,0.0278,0.0893
2024-01-01 02:15:00,Cooling_System_1,Cooling,Running,57.41,22.11,42.28,2.164,1.42,0.8543,4037.54,Good,8.56,6.7025,26.81,0,None,2,0,0,0.9384,3.0161
2024-01-01 02:15:00,HVAC_1,HVAC,Stopped,0.0,22.11,20.51,1.068,0.312,0.7708,4890.55,Good,8.56,0.0533,0.213,0,None,2,0,0,0.0075,0.024
2024-01-01 02:15:00,Lighting_1,Lighting,Running,30.38,22.11,24.87,1.521,1.001,0.9418,2527.24,Good,8.56,0.8979,3.592,0,None,2,0,0,0.1257,0.4041
2024-01-01 02:15:00,Motor_1,Motor,Idle,4.97,22.11,21.43,1.088,0.564,0.8821,3983.3,Good,8.56,0.8372,3.349,0,None,2,0,0,0.1172,0.3767
2024-01-01 02:15:00,Motor_2,Motor,Stopped,0.0,22.11,18.07,1.014,0.624,0.8771,2475.45,Good,8.56,0.0125,0.05,0,None,2,0,0,0.0018,0.0056
2024-01-01 02:15:00,Production_Line_1,ProductionLine,Running,60.75,22.11,42.3,2.24,1.531,0.8873,1077.51,Good,8.56,16.9384,67.753,0,None,2,0,0,2.3714,7.6223
2024-01-01 02:15:00,Pump_1,Pump,Running,54.38,22.11,37.62,2.107,1.371,0.8552,924.8,Good,8.56,4.9173,19.669,0,None,2,0,0,0.6884,2.2128
2024-01-01 02:30:00,Boiler_1,Boiler,Running,59.94,30.62,41.59,2.218,1.276,0.81,3925.88,Good,7.37,16.4248,65.699,0,None,2,0,0,2.2995,7.3912
2024-01-01 02:30:00,Compressor_1,Compressor,Running,60.46,30.62,41.58,2.139,1.44,0.8383,3638.91,Good,7.37,13.7502,55.001,0,None,2,0,0,1.925,6.1876
2024-01-01 02:30:00,Conveyor_1,Conveyor,Stopped,0.0,30.62,18.85,0.929,0.544,0.8718,4363.94,Good,7.37,0.0367,0.147,0,None,2,0,0,0.0051,0.0165
2024-01-01 02:30:00,Cooling_System_1,Cooling,Idle,6.01,30.62,21.17,1.103,0.652,0.8432,4037.54,Good,7.37,0.7757,3.103,0,None,2,0,0,0.1086,0.3491
2024-01-01 02:30:00,HVAC_1,HVAC,Stopped,0.0,30.62,19.38,0.964,0.459,0.7887,4890.55,Good,7.37,0.0751,0.3,0,None,2,0,0,0.0105,0.0338
2024-01-01 02:30:00,Lighting_1,Lighting,Idle,6.11,30.62,20.82,1.122,0.69,0.9428,2527.24,Good,7.37,0.2428,0.971,0,None,2,0,0,0.034,0.1093
2024-01-01 02:30:00,Motor_1,Motor,Idle,6.51,30.62,24.18,1.137,0.497,0.9058,3983.3,Good,7.37,0.9777,3.911,0,None,2,0,0,0.1369,0.44
2024-01-01 02:30:00,Motor_2,Motor,Idle,2.37,30.62,20.36,1.033,0.525,0.8981,2475.45,Good,7.37,0.436,1.744,0,None,2,0,0,0.061,0.1962
2024-01-01 02:30:00,Production_Line_1,ProductionLine,Running,59.51,30.62,39.75,2.081,1.396,0.8641,1077.76,Good,7.37,17.7385,70.954,0,None,2,0,0,2.4834,7.9823
2024-01-01 02:30:00,Pump_1,Pump,Idle,3.81,30.62,23.5,1.142,0.546,0.8808,924.8,Good,7.37,0.4399,1.759,0,None,2,0,0,0.0616,0.198
2024-01-01 02:45:00,Boiler_1,Boiler,Idle,5.92,25.15,23.72,1.197,0.638,0.8071,3925.88,Good,9.03,2.2081,8.832,0,None,2,0,0,0.3091,0.9936
2024-01-01 02:45:00,Compressor_1,Compressor,Stopped,0.0,25.15,19.69,0.99,0.389,0.849,3638.91,Good,9.03,0.0352,0.141,0,None,2,0,0,0.0049,0.0158
2024-01-01 02:45:00,Conveyor_1,Conveyor,Running,58.96,25.15,42.63,2.156,1.498,0.8593,4364.19,Good,9.03,3.0825,12.33,0,None,2,0,0,0.4316,1.3871
2024-01-01 02:45:00,Cooling_System_1,Cooling,Idle,2.31,25.15,18.97,1.081,0.399,0.8478,4037.54,Good,9.03,0.533,2.132,0,None,2,0,0,0.0746,0.2398
2024-01-01 02:45:00,HVAC_1,HVAC,Idle,7.31,25.15,20.27,1.069,0.675,0.7764,4890.55,Good,9.03,1.2334,4.933,0,None,2,0,0,0.1727,0.555
2024-01-01 02:45:00,Lighting_1,Lighting,Running,58.22,25.15,40.86,2.165,1.298,0.9281,2527.49,Good,9.03,1.8709,7.484,0,None,2,0,0,0.2619,0.8419
2024-01-01 02:45:00,Motor_1,Motor,Idle,5.79,25.15,20.55,1.089,0.641,0.8941,3983.3,Good,9.03,1.0113,4.045,0,None,2,0,0,0.1416,0.4551
2024-01-01 02:45:00,Motor_2,Motor,Stopped,0.0,25.15,23.47,0.931,0.647,0.89,2475.45,Good,9.03,0.0853,0.341,0,None,2,0,0,0.0119,0.0384
2024-01-01 02:45:00,Production_Line_1,ProductionLine,Stopped,0.0,25.15,18.08,0.988,0.51,0.8825,1077.76,Good,9.03,0.1033,0.413,0,None,2,0,0,0.0145,0.0465
2024-01-01 02:45:00,Pump_1,Pump,Running,57.22,25.15,44.05,2.115,1.502,0.8792,925.05,Good,9.03,4.8586,19.434,0,None,2,0,0,0.6802,2.1864
2024-01-01 03:00:00,Boiler_1,Boiler,Idle,5.38,34.97,22.41,1.107,0.443,0.8057,3925.88,Good,7.9,1.6681,6.672,0,None,3,0,0,0.2335,0.7506
2024-01-01 03:00:00,Compressor_1,Compressor,Idle,4.36,34.97,23.31,0.965,0.424,0.8345,3638.91,Good,7.9,0.8428,3.371,0,None,3,0,0,0.118,0.3793
2024-01-01 03:00:00,Conveyor_1,Conveyor,Idle,2.52,34.97,21.99,1.102,0.556,0.857,4364.19,Good,7.9,0.1567,0.627,0,None,3,0,0,0.0219,0.0705
2024-01-01 03:00:00,Cooling_System_1,Cooling,Running,55.18,34.97,40.4,2.091,1.403,0.858,4037.79,Good,7.9,6.824,27.296,0,None,3,0,0,0.9554,3.0708
2024-01-01 03:00:00,HVAC_1,HVAC,Idle,3.56,34.97,20.7,0.991,0.477,0.7705,4890.55,Good,7.9,0.8032,3.213,0,None,3,0,0,0.1124,0.3614
2024-01-01 03:00:00,Lighting_1,Lighting,Idle,4.16,34.97,24.46,1.098,0.651,0.9292,2527.49,Good,7.9,0.1233,0.493,0,None,3,0,0,0.0173,0.0555
2024-01-01 03:00:00,Motor_1,Motor,Running,54.36,34.97,37.26,2.074,1.247,0.8807,3983.55,Good,7.9,8.4416,33.766,0,None,3,0,0,1.1818,3.7987
2024-01-01 03:00:00,Motor_2,Motor,Idle,6.51,34.97,21.87,1.216,0.366,0.888,2475.45,Good,7.9,0.7031,2.812,0,None,3,0,0,0.0984,0.3164
2024-01-01 03:00:00,Production_Line_1,ProductionLine,Running,48.9,34.97,35.11,1.912,1.185,0.9001,1078.01,Good,7.9,13.5309,54.124,0,None,3,0,0,1.8943,6.0889
2024-01-01 03:00:00,Pump_1,Pump,Running,44.25,34.97,33.78,2.008,1.344,0.8561,925.3,Good,7.9,3.8221,15.289,0,None,3,0,0,0.5351,1.7199
2024-01-01 03:15:00,Boiler_1,Boiler,Idle,6.96,23.49,22.88,1.169,0.758,0.8203,3925.88,Good,7.37,1.7405,6.962,0,None,3,0,0,0.2437,0.7832
2024-01-01 03:15:00,Compressor_1,Compressor,Running,67.51,23.49,45.63,2.324,1.617,0.8245,3639.16,Good,7.37,15.1978,60.791,0,None,3,0,0,2.1277,6.839
2024-01-01 03:15:00,Conveyor_1,Conveyor,Idle,7.83,23.49,22.7,1.117,0.62,0.8617,4364.19,Good,7.37,0.4643,1.857,0,None,3,0,0,0.065,0.2089
2024-01-01 03:15:00,Cooling_System_1,Cooling,Idle,2.03,23.49,22.61,1.059,0.509,0.8366,4037.79,Good,7.37,0.0,0.0,0,None,3,0,0,0.0,0.0
2024-01-01 03:15:00,HVAC_1,HVAC,Running,56.99,23.49,38.7,2.19,1.365,0.7978,4890.8,Good,7.37,10.5799,42.32,0,None,3,0,0,1.4812,4.761
2024-01-01 03:15:00,Lighting_1,Lighting,Running,54.14,23.49,38.81,2.125,1.155,0.9167,2527.74,Good,7.37,1.7023,6.809,0,None,3,0,0,0.2383,0.766
2024-01-01 03:15:00,Motor_1,Motor,Running,42.81,23.49,32.66,1.922,1.138,0.8792,3983.8,Good,7.37,6.8084,27.234,0,None,3,0,0,0.9532,3.0638
2024-01-01 03:15:00,Motor_2,Motor,Idle,4.41,23.49,20.15,1.116,0.623,0.8961,2475.45,Good,7.37,0.3007,1.203,0,None,3,0,0,0.0421,0.1353
2024-01-01 03:15:00,Production_Line_1,ProductionLine,Idle,2.03,23.49,18.19,1.039,0.731,0.8877,1078.01,Good,7.37,0.6574,2.629,0,None,3,0,0,0.092,0.2958
2024-01-01 03:15:00,Pump_1,Pump,Idle,3.98,23.49,23.14,1.04,0.59,0.8756,925.3,Good,7.37,0.2462,0.985,0,None,3,0,0,0.0345,0.1108
2024-01-01 03:30:00,Boiler_1,Boiler,Idle,2.36,33.54,20.94,1.028,0.485,0.8328,3925.88,Good,7.06,0.523,2.092,0,None,3,0,0,0.0732,0.2354
2024-01-01 03:30:00,Compressor_1,Compressor,Running,57.37,33.54,36.68,2.094,1.448,0.842,3639.41,Good,7.06,12.9306,51.722,0,None,3,0,0,1.8103,5.8188
2024-01-01 03:30:00,Conveyor_1,Conveyor,Idle,2.98,33.54,20.42,0.981,0.568,0.8552,4364.19,Good,7.06,0.1832,0.733,0,None,3,0,0,0.0256,0.0824
2024-01-01 03:30:00,Cooling_System_1,Cooling,Idle,7.81,33.54,21.58,1.175,0.504,0.8513,4037.79,Good,7.06,1.1669,4.668,0,None,3,0,0,0.1634,0.5251
2024-01-01 03:30:00,HVAC_1,HVAC,Stopped,0.0,33.54,18.31,1.046,0.489,0.7837,4890.8,Good,7.06,0.0891,0.356,0,None,3,0,0,0.0125,0.0401
